x,y,s
7.08,4.61,0
-6.09,-4.16,5
-0.2,-2.47,1
-0.74,-0.76,1
1.83,2.74,0
-5.16,-4.38,5
-6.38,-3.29,5
-3.64,-2.07,1
-5.44,-3.04,5
-5.3,0.17,6
-5.46,-3.2,5
-1.1,-0.89,1
-0.86,-2.14,1
-6.64,-3.04,5
-1.17,-2.89,1
-0.69,-2.61,1
5.37,4.42,3
-5.26,-4.05,5
2.28,4.11,0
0.29,-0.55,0
-5.29,-0.09,6
-0.94,-1.21,1
-1.88,-1.3,1
-5.04,0.01,6
-1.71,-2.62,1
-1.39,-1.97,1
0.25,-1.2,1
5.88,-4.1,4
-6.63,-1.4,6
-0.02,-1.88,1
-7.04,-2.69,5
-5.26,-4.34,5
0.24,-1.56,1
1.04,4.1,0
-5.88,-0.42,6
-1.57,-1.35,1
-6.08,-4.63,5
-1.64,-1.75,1
-2.36,-0.91,5
-5.11,0.09,6
-1.08,-2.22,1
-0.54,-0.7,1
-5.27,-4.33,5
-0.15,-2.29,1
-3.03,-2.27,1
-1.41,-0.66,1
-5.62,-4.51,5
-0.86,-0.87,1
-5.33,-0.77,6
-5.13,0.07,6
-0.55,-3.13,1
1.67,3.79,0
-0.86,-0.78,1
-2.21,-2.42,1
-1.46,-1.63,1
-6.54,-4.44,5
-4.88,0.27,6
-0.42,-0.72,1
-6.54,-4.55,5
-5.98,-0.06,6
-6.01,-4.98,5
-5.98,-0.49,6
-6.57,-3.63,5
-4.98,-3.19,5
-0.35,-1.17,1
-5.41,-3.82,5
-5.3,-3.21,5
-2.04,-2.32,1
7.47,4.31,3
2.38,3.37,0
-5.35,0.06,6
6.37,-4.27,4
6.29,-4.43,4
-6.26,-1.37,6
-5.73,-3.89,5
-5.21,-3.6,5
-5.86,-0.2,6
-0.74,-1.63,1
-0.68,-1.2,1
-6.05,-0.79,6
-5.81,-3.45,5
-6.71,-1.78,6
-5.01,-4.06,5
-0.52,0.0,0
-6.12,-4.65,5
-4.87,0.16,6
-5.96,-3.81,5
-0.79,-2.62,1
-4.76,-3.9,5
1.61,3.71,0
-5.99,-1.84,6
-5.99,-4.09,5
-5.65,-0.54,6
-4.7,-1.17,6
-5.35,-0.43,6
0.43,-1.4,1
-5.01,0.26,6
-4.87,0.13,6
-5.76,-4.26,5
-1.03,-1.42,1
-0.92,-2.83,1
-1.39,-0.48,1
-6.48,-3.92,5
-5.03,-3.14,5
0.01,-1.06,1
-6.32,-2.96,5
1.88,2.87,0
-6.35,-3.33,6
0.14,-1.02,0
1.18,4.24,0
3.88,3.8,0
-0.58,-2.57,1
-5.74,-4.25,5
-4.96,0.23,6
-5.51,-2.73,5
-1.18,-1.8,1
-6.22,-3.72,5
-5.52,-0.17,6
-4.65,-3.6,5
-5.38,0.02,6
-6.22,-3.86,5
-5.49,-3.96,5
-1.89,-0.74,0
-5.89,-3.51,5
-5.19,-3.88,5
-2.14,-1.65,6
-5.16,-3.94,5
-6.27,-2.06,6
0.06,-0.14,0
-6.76,-3.02,5
6.28,-4.53,4
-5.85,-3.92,5
-1.25,-2.49,1
-6.29,-2.57,5
-1.23,-2.99,1
1.43,4.24,0
-6.08,-3.41,5
0.04,-2.11,1
-1.27,-2.33,1
-5.83,-3.92,5
-6.06,-0.28,6
-7.03,-3.74,5
-0.01,-1.41,0
-0.23,-1.24,1
-6.61,-0.07,6
-5.93,-4.11,5
1.35,4.22,0
-6.16,-3.52,6
-1.53,-2.9,1
2.05,3.64,0
-0.59,-3.02,1
-7.02,-3.68,5
-0.65,-2.2,1
-1.15,-0.91,1
0.45,-1.95,1
-6.77,-2.96,5
-0.54,-2.97,1
-6.79,-3.62,5
-0.67,-0.3,1
-6.18,-3.46,5
-1.85,-1.09,0
-0.76,-1.74,1
-5.5,0.19,6
1.61,4.34,0
6.52,-4.46,4
5.41,-4.52,0
-5.92,-3.69,5
2.12,2.95,0
-6.17,-2.04,6
-6.56,-2.9,5
6.21,4.74,3
2.51,2.08,0
-5.86,-4.22,5
-4.68,-3.42,5
-5.4,-1.01,6
-4.64,-2.64,6
-1.61,-1.67,1
-1.41,-2.75,1
-0.78,-2.69,1
-6.6,-4.33,5
-0.3,-1.21,1
-6.73,-3.46,5
-5.78,-3.38,5
-2.1,-2.43,1
1.62,4.06,0
5.47,3.45,0
-5.35,-1.79,6
-0.23,-2.16,1
-4.8,-3.43,5
-6.27,-4.05,5
-1.76,-1.64,1
-0.33,-1.87,1
-5.11,-3.7,5
-0.35,-1.11,1
-5.85,-3.63,5
4.84,4.48,3
-0.24,-2.85,1
1.73,3.2,0
-4.28,-2.19,6
-6.25,-3.93,5
-0.62,-1.15,1
-1.01,-2.26,1
-6.0,-0.74,6
1.08,3.89,0
-5.52,-3.93,5
-1.0,-0.71,1
-6.56,-3.93,5
-5.8,-4.29,5
-5.6,-4.1,5
3.28,2.9,0
-6.11,-4.1,5
-1.16,-1.41,1
-6.56,-4.28,5
-5.96,-2.97,5
-1.48,-1.65,1
0.87,-1.78,1
6.14,5.11,3
-6.53,-0.04,6
-5.09,-0.41,6
-5.52,-3.55,5
-7.21,-3.45,5
-6.9,-3.67,5
-0.94,-0.94,1
-6.9,-4.21,5
-0.85,-1.01,1
-0.58,-1.25,1
-3.51,-2.91,1
-6.92,-2.5,6
-2.55,-2.3,1
2.08,3.68,0
-5.94,-3.61,5
-0.68,-1.36,1
-0.31,-1.9,1
-4.43,-4.24,5
1.52,4.81,0
-5.64,-0.08,6
-0.48,-0.78,1
0.08,-2.4,1
1.93,4.08,0
-4.8,0.2,6
-5.47,-0.1,6
1.06,3.82,0
1.6,2.95,0
-0.74,-2.11,1
-5.82,-3.82,5
0.37,-2.02,1
-0.0,-1.59,1
-5.83,-3.31,5
-5.96,-3.65,5
-1.21,-1.54,1
-7.1,-3.16,5
-5.9,-4.74,5
-0.27,-1.9,1
-1.61,-2.09,1
-5.73,-3.8,5
-6.85,-2.94,5
-0.56,-0.88,1
-5.37,-3.67,5
0.17,-1.78,1
-5.87,-3.5,5
-6.94,-2.33,5
-5.76,-2.97,5
-0.67,-2.08,1
-6.44,-3.82,5
-0.93,-3.2,1
-1.47,-2.41,1
-5.26,-2.68,5
-6.05,-4.01,5
-4.88,-0.02,6
-5.88,-4.18,5
-5.21,-0.89,6
-5.67,-4.04,5
0.1,0.59,5
-6.6,-2.62,5
-6.45,-0.08,6
-1.03,-2.1,1
-5.69,-2.11,6
1.5,2.99,0
-0.88,-1.68,1
-1.76,-0.99,6
5.66,4.34,3
-1.02,-0.89,1
1.74,4.24,0
-0.97,-1.84,1
0.16,-1.25,1
-5.69,-3.01,5
-6.16,-1.03,6
-0.41,-2.45,1
6.33,-3.86,4
-0.74,-2.37,1
-7.04,-3.07,5
-1.3,-1.35,1
2.16,2.55,0
0.3,-0.43,1
-5.05,0.24,6
-0.11,-2.54,1
-6.29,-3.32,5
1.71,3.3,0
1.66,4.68,0
-5.84,0.05,6
-3.08,-2.09,5
-0.82,-2.28,1
-0.52,-1.78,1
1.82,2.98,0
-4.54,-3.53,5
1.71,4.19,0
-5.96,-3.76,5
-6.11,-3.74,5
2.46,3.13,0
-0.18,-2.65,1
-6.12,-1.35,6
-7.03,-3.6,5
-1.4,-1.43,1
-0.46,-2.79,1
6.48,-4.99,4
-5.94,-3.73,5
7.32,3.66,3
-6.16,-3.59,5
-3.6,-4.1,5
-5.41,-3.22,5
-4.91,0.1,6
-5.61,-4.11,5
-6.64,-3.82,5
0.01,-1.79,1
-5.59,-3.27,5
6.06,-4.42,4
-0.26,-0.19,1
-3.5,-2.54,6
-5.48,-4.03,5
0.61,-1.46,1
1.65,4.8,0
-5.97,-0.53,6
-5.55,-3.42,5
1.4,4.63,0
-6.98,-2.96,5
-3.7,-2.65,6
-6.13,-4.62,5
-6.35,-4.22,5
-1.01,-1.48,1
-6.41,-3.48,5
-0.48,-0.63,1
-0.46,-1.48,1
-6.81,-3.91,5
-5.15,0.11,6
0.13,0.05,0
-1.28,-2.51,1
-6.48,-2.99,5
6.71,-4.0,4
-6.61,-2.75,5
-2.23,-2.35,1
-6.43,-4.63,5
0.13,-1.73,1
-5.19,0.03,6
-4.96,-3.69,5
5.32,-4.11,4
-6.19,-3.8,5
-2.92,-1.93,1
3.19,3.94,0
1.27,4.27,0
-5.98,-0.02,6
-4.94,-4.16,5
-6.38,-2.67,5
-6.18,-0.34,6
-0.38,-1.64,1
-4.68,-2.54,5
2.15,2.7,0
-0.97,-0.86,1
-5.33,-0.21,6
-1.09,-2.72,1
-0.74,-1.67,1
1.15,2.73,0
1.15,3.26,0
-1.6,-2.63,1
-1.68,-1.76,1
-0.63,-2.33,1
-0.62,-2.47,1
-4.72,0.13,6
1.86,3.84,0
6.98,3.75,3
-1.03,-2.67,1
1.93,3.5,0
-1.56,6.98,2
1.64,4.04,0
-1.02,-2.97,1
5.73,-4.13,4
0.29,-2.57,1
-1.86,7.55,2
-0.93,-1.92,1
-1.92,-1.91,1
-1.74,-1.5,1
-1.87,7.76,2
7.06,3.69,0
-1.06,-2.52,1
-5.08,-3.23,6
-1.44,-2.84,1
-1.11,-2.31,1
6.38,-4.25,4
-0.01,-2.17,1
-0.88,-2.5,1
3.95,3.55,3
1.45,3.69,0
0.67,-1.54,1
-1.35,-1.62,1
-5.08,-4.5,5
-0.26,-1.66,1
1.0,3.2,0
-0.79,-1.91,1
-5.34,-3.36,5
-0.49,-2.66,1
-1.37,-1.84,1
1.51,4.44,0
4.77,4.54,0
-0.47,-2.43,1
1.16,0.07,0
-2.03,7.78,2
-1.84,7.79,2
5.23,-4.58,4
-2.25,7.63,2
-0.72,-2.83,1
-1.74,-1.75,1
-0.58,-1.67,1
-5.25,-3.42,5
-0.36,-2.23,1
6.03,-4.44,4
-0.1,-1.7,1
1.74,3.55,0
-6.6,-0.17,6
6.56,-3.82,4
1.02,3.24,0
2.09,2.73,0
1.86,3.91,0
-0.49,-1.5,1
-0.37,-2.66,1
-5.58,-4.16,5
2.12,3.6,0
-5.14,-4.46,5
6.16,-4.04,4
4.9,4.01,3
6.94,4.05,0
5.93,5.0,3
0.02,-1.88,1
-1.24,-2.72,1
-4.65,-4.01,5
-5.03,-3.08,5
5.73,-4.5,4
-6.33,-4.19,5
-0.94,-1.09,1
6.09,-4.62,4
-4.19,-3.06,5
-0.09,-1.82,1
-1.16,-1.85,1
6.9,-4.36,4
-2.9,7.86,2
2.06,3.33,0
-4.76,-3.61,5
-1.38,-2.3,1
-6.3,-4.03,5
-4.57,-3.28,5
-5.12,-3.81,5
-1.96,-2.35,1
6.18,5.16,3
-0.61,-1.92,1
-0.71,-1.03,1
-6.06,-4.26,5
-4.22,-3.76,5
-0.93,-0.72,1
-5.37,-3.15,5
-1.05,-2.26,1
-0.43,-0.6,1
4.59,3.52,0
6.4,4.58,3
-6.91,-4.43,5
-1.55,7.49,2
0.46,0.24,0
-0.81,-1.05,1
-5.04,-4.1,5
-0.6,-2.28,1
-0.82,-2.0,1
-0.89,-2.63,1
-0.78,-1.57,1
-1.01,-2.5,1
-0.4,-2.18,1
-0.24,-1.39,1
-1.76,7.15,2
1.93,3.21,0
-3.16,7.93,2
-6.7,-4.21,5
6.73,-4.2,4
-2.22,7.58,2
1.41,1.55,0
6.61,-4.25,4
-1.14,-2.46,1
-5.18,-3.6,5
-4.62,-4.86,5
2.35,3.92,0
2.3,3.46,0
6.19,-4.36,4
-2.0,7.31,2
-0.35,-2.83,1
-1.46,-2.97,1
-0.9,-1.65,1
-0.34,-0.94,1
-2.24,7.93,2
6.14,-4.52,4
5.98,-4.27,4
4.55,4.94,3
-6.2,-2.99,5
1.38,4.45,0
6.33,-4.37,4
5.9,-4.06,4
-0.96,-2.31,1
-5.63,-4.07,5
-6.84,-3.42,5
6.16,-4.36,4
-4.36,-3.71,5
-0.63,-1.87,1
-5.12,-3.32,5
-4.09,-3.41,5
-1.9,7.37,2
-0.38,-2.94,1
6.22,-4.57,4
5.79,4.49,3
-0.18,-1.74,1
6.35,-4.67,4
-4.06,-2.92,5
-0.21,-1.6,1
0.59,-1.96,0
0.98,3.94,0
-2.74,-2.03,1
-0.46,-1.94,1
-4.66,-3.28,5
-0.52,-2.24,1
-1.3,-2.7,1
-1.67,-2.36,1
-1.53,7.96,2
-0.47,-1.14,1
-3.93,-3.51,5
0.78,-1.78,0
-0.38,-1.54,1
-1.96,7.71,2
6.05,-4.27,4
1.84,3.13,0
-2.02,7.55,0
-0.76,-2.86,1
6.36,-4.23,4
-4.42,-3.52,5
-0.44,-2.71,1
4.21,2.61,0
5.75,3.9,3
-5.0,-3.84,5
-0.26,-0.69,1
1.83,3.1,0
-1.11,-1.68,1
-1.1,-2.84,1
-1.07,-2.64,1
6.65,4.38,3
-0.75,-2.34,1
-1.85,7.23,2
0.07,-2.04,1
-1.24,-2.65,1
-4.56,-3.34,5
6.2,4.16,0
-1.7,-2.27,1
-0.58,-2.12,1
2.22,2.91,0
-2.42,7.93,2
-4.29,-3.03,5
6.3,-4.36,4
0.16,-2.25,1
2.03,3.34,0
0.97,2.38,0
6.1,-3.8,4
-1.06,-1.06,1
-5.5,-4.07,5
-0.28,-1.72,1
-6.74,-1.23,6
1.94,4.67,0
0.24,-1.92,1
-1.29,-2.42,1
-6.21,-3.32,5
-4.23,-3.31,5
-1.21,-2.59,1
5.48,4.86,3
6.46,-4.28,4
-5.25,-3.26,5
-1.75,7.01,0
-2.31,7.75,2
6.5,-4.48,4
-0.8,-2.64,1
-5.05,-3.47,5
-2.0,7.65,2
-2.16,7.76,2
-0.68,-2.37,1
6.63,-3.87,4
-2.07,7.56,2
-1.05,-2.32,1
-1.5,-2.23,1
-4.74,-3.23,5
-6.25,-4.46,5
-0.66,-2.51,1
-0.94,-1.89,1
-0.01,-1.59,1
-7.22,-3.42,5
5.74,-4.54,4
-1.62,-2.04,1
-0.58,-2.12,1
1.45,2.56,0
-4.1,-4.07,5
-1.91,7.61,2
-1.08,-2.74,1
1.32,3.69,0
-6.9,-4.06,5
-0.02,-1.36,1
-1.55,-1.62,1
-0.08,-1.12,1
2.99,0.21,1
1.88,3.53,0
-2.18,7.6,2
-0.9,-2.23,1
-0.54,-2.13,1
-5.34,-4.12,5
-6.86,-2.72,5
6.19,-4.44,4
6.51,-4.2,4
-3.31,8.18,2
-1.25,-2.81,1
-0.37,-2.46,1
1.81,3.55,0
-5.37,-3.31,5
-4.48,-3.46,5
-5.21,0.18,6
-5.42,-3.75,5
-6.3,-3.34,5
-1.28,-2.09,1
-0.84,-2.18,1
-2.43,-2.38,1
-6.29,-3.01,5
6.38,-4.8,4
1.17,3.76,0
0.52,-2.08,1
-0.5,-1.46,1
6.79,-4.25,4
-1.23,-3.13,1
-1.0,-1.77,1
2.61,4.82,0
-3.15,7.93,2
-3.22,8.0,2
6.42,-4.26,4
-6.41,-0.22,6
-0.88,-2.82,1
-0.31,-2.57,1
-0.76,-1.24,1
0.06,-1.71,1
-6.71,-1.69,6
-0.1,-1.47,1
-1.13,-2.17,1
-1.33,-2.87,1
-4.36,-3.17,5
-0.38,-2.31,1
-6.24,-4.1,5
-6.04,-3.84,5
-0.43,-1.42,1
6.2,-4.95,4
4.77,4.4,3
6.59,-4.48,4
-4.46,-2.94,5
-0.83,-2.45,1
-5.31,-3.71,5
1.61,3.99,0
-0.29,-2.37,1
-2.17,7.57,2
6.56,4.69,3
-0.04,-0.99,1
6.15,-4.32,4
-5.76,-3.66,5
6.5,-4.42,4
-1.86,-1.39,1
1.13,3.37,0
-0.86,-1.29,1
-2.12,-1.86,1
-6.8,-2.79,5
-4.9,-3.3,5
-5.12,-3.25,5
-0.94,-1.83,1
-2.03,7.84,2
1.22,3.36,0
6.77,-4.51,4
-2.22,7.74,2
-0.15,-2.52,1
-6.06,-3.33,5
6.77,4.0,3
-0.92,-2.55,1
-0.74,-1.08,1
-0.97,-2.99,1
1.61,3.31,0
5.3,4.61,3
-3.04,8.06,2
-6.46,-3.08,5
-0.52,-2.93,1
-6.48,0.05,6
-0.59,-2.83,1
-1.51,-1.09,1
-0.19,-0.96,0
2.3,2.98,0
-0.25,-0.01,1
7.04,4.65,3
0.66,3.52,0
2.91,0.14,1
4.55,3.17,3
2.04,4.75,0
5.93,-3.68,4
4.48,3.45,3
1.75,2.63,0
3.1,0.38,3
1.18,1.58,0
6.12,-4.39,4
3.88,3.5,3
5.92,-5.11,4
6.66,-4.72,4
-4.56,-0.4,6
2.04,2.87,0
7.26,4.07,3
6.53,-5.04,4
6.58,-4.44,4
4.47,3.74,3
1.71,2.94,0
6.08,3.4,0
-1.64,7.89,2
6.09,-5.16,4
3.72,3.71,0
3.93,3.08,3
-0.25,-0.51,1
-1.86,-2.83,1
7.04,4.72,3
1.92,2.65,0
-1.7,-2.7,0
1.74,3.13,0
6.46,-4.42,4
1.44,3.16,0
2.16,4.69,0
5.31,-4.44,4
-1.52,-1.01,1
-1.13,-0.38,1
3.76,2.85,0
1.71,3.61,0
-6.3,-4.78,5
6.62,-4.4,4
-0.84,-1.3,1
-5.08,-3.98,5
1.56,3.14,0
3.88,2.97,3
1.52,3.66,0
-0.03,-1.99,1
1.16,3.51,0
1.6,3.56,0
6.5,-4.85,4
2.84,0.08,1
-0.36,-0.81,1
1.95,3.35,0
5.45,-4.02,4
-0.46,-0.81,1
-3.25,-3.45,5
0.02,-2.48,1
-1.79,-0.67,1
4.02,3.54,3
2.94,0.38,0
1.78,3.8,0
1.27,2.84,0
3.22,2.59,0
-1.06,-2.29,1
-0.6,-1.36,1
-0.78,-0.91,1
2.26,2.7,0
0.68,3.53,0
7.45,4.2,3
1.48,3.32,0
1.02,4.09,0
4.22,4.17,3
0.9,3.87,0
2.0,4.06,0
6.15,-4.9,4
-5.95,-4.28,5
2.11,3.4,0
0.02,-2.13,1
0.09,-2.47,1
4.37,3.53,3
1.42,3.0,0
6.61,4.98,3
1.83,3.73,0
6.34,-4.81,4
2.42,3.38,0
0.07,-0.69,1
4.62,4.44,3
4.4,3.82,3
-1.28,-3.2,0
5.98,-4.96,4
-5.3,-4.86,5
1.16,3.2,0
5.1,4.71,0
5.9,4.38,3
6.2,-5.12,4
1.08,3.11,0
2.95,0.28,0
1.91,3.34,0
3.05,0.23,3
1.78,3.95,0
-1.78,-2.01,1
2.88,0.45,0
5.72,-4.84,0
2.04,4.05,0
4.47,3.28,3
4.29,3.42,3
5.57,-4.74,4
6.83,-4.45,4
2.4,3.18,0
-6.19,-4.96,5
1.88,2.58,0
-1.15,-1.63,1
1.77,4.69,0
5.18,4.88,3
-0.46,-1.74,1
6.44,-4.78,4
1.98,3.39,0
-3.9,-4.44,5
4.54,3.55,3
-1.19,-1.65,1
6.08,-4.75,4
7.2,3.6,3
4.18,3.75,3
1.61,4.76,0
6.44,3.9,3
6.24,-5.2,4
5.85,5.16,3
-5.71,-4.95,5
2.7,2.83,0
5.61,4.05,3
-2.51,7.76,0
-0.59,-1.61,1
6.28,-4.47,4
2.89,0.44,0
-0.98,-1.82,1
6.42,-4.94,4
0.14,-0.36,1
1.68,3.38,0
-0.68,-0.32,1
1.5,3.1,0
1.56,3.28,0
1.04,-0.75,0
2.84,0.72,0
0.97,3.17,0
1.51,2.95,0
2.29,2.77,0
2.09,2.52,0
4.57,4.89,3
0.18,-2.26,4
0.29,-2.11,1
1.5,3.56,0
4.7,3.84,3
6.39,-4.27,4
0.6,-1.64,1
-0.56,-1.51,1
1.45,3.23,0
-0.1,-2.0,1
-0.5,-0.29,1
1.02,3.07,0
1.57,2.73,0
0.5,-0.6,1
1.22,3.33,0
1.78,3.98,0
5.43,4.36,3
4.76,3.22,3
5.94,-4.48,4
1.38,3.14,0
5.65,4.05,3
5.31,3.64,3
4.38,3.19,3
0.64,-0.52,0
2.57,3.56,0
-0.05,-2.52,1
-0.81,-3.2,1
4.71,4.85,3
-3.54,-3.99,5
1.3,3.9,0
0.82,3.12,0
1.09,3.39,0
1.36,3.98,0
1.35,2.99,0
5.88,4.8,3
-1.99,8.1,2
4.94,4.76,3
4.45,3.93,3
1.58,0.23,0
4.1,3.89,3
-0.61,-0.61,1
2.02,3.02,0
-5.72,-3.74,5
-2.5,-2.5,6
5.12,3.2,3
4.12,3.76,3
-7.05,-3.94,5
1.4,2.48,0
5.59,4.21,3
0.69,-1.71,1
0.41,-1.67,1
-6.43,-4.23,5
5.24,4.25,3
1.82,3.21,0
5.77,3.79,3
2.12,1.45,0
2.15,3.13,0
1.88,1.96,0
-5.93,-4.62,5
1.54,4.64,0
6.52,-3.89,4
4.99,3.6,0
3.29,2.02,0
1.16,3.74,0
-1.24,-1.07,1
4.57,3.29,3
5.89,-3.76,4
1.6,3.6,0
7.52,4.08,3
1.71,4.84,0
5.97,5.05,3
6.94,3.78,3
-6.54,-2.74,5
6.04,-4.66,4
-0.72,-1.49,1
-1.06,-1.5,1
6.21,-4.85,4
1.8,2.85,0
-0.26,-1.52,1
6.44,4.04,3
-0.49,-2.94,1
4.8,2.52,0
2.7,2.86,0
5.1,4.57,3
1.39,3.09,0
-6.18,-4.71,5
1.74,2.82,0
2.19,2.35,0
-5.6,-4.07,5
5.53,5.14,3
1.72,3.44,0
6.81,3.52,3
-1.23,-1.3,1
-6.68,-4.94,5
6.14,-4.65,4
6.35,-4.77,4
1.77,3.32,0
0.64,3.79,0
-6.69,-4.72,5
5.76,-4.34,4
0.57,-1.38,1
1.86,4.54,0
3.9,3.18,3
-0.56,-1.18,1
6.76,-4.1,4
5.63,4.61,3
2.98,0.23,0
0.02,-0.29,0
5.0,3.2,3
-0.73,-2.11,1
-0.78,-0.57,1
-0.9,-1.73,1
0.85,3.85,0
2.3,2.66,0
2.0,4.87,0
1.89,2.47,0
0.86,4.04,0
4.55,3.51,3
1.84,2.9,0
4.57,3.39,3
6.69,4.78,3
-5.99,-3.9,5
2.1,3.25,0
-0.57,-0.99,1
-3.85,-4.09,5
4.87,3.66,3
4.27,3.24,3
-0.57,-1.5,1
4.14,3.51,3
0.59,-0.68,1
-0.11,-2.87,1
1.81,2.45,0
2.12,2.33,0
4.05,4.04,3
6.59,-4.89,4
4.69,4.49,3
2.08,3.48,0
1.78,4.86,0
5.86,-4.82,4
0.8,3.96,0
0.78,3.74,0
1.24,3.04,0
5.05,3.38,3
1.3,3.03,0
6.69,3.6,3
2.19,2.23,0
2.1,3.43,0
4.56,4.14,3
5.14,3.99,3
-1.42,-1.25,1
1.33,3.13,0
1.31,3.32,0
6.41,3.62,3
5.66,-4.4,4
1.67,3.08,0
-2.19,7.93,2
6.41,-4.75,4
-2.74,8.08,2
1.84,4.19,0
5.28,4.26,3
4.78,4.13,0
-6.97,-3.18,5
1.21,3.7,0
1.9,2.72,0
6.17,3.92,3
1.36,3.25,0
6.72,4.22,3
1.73,3.35,0
4.38,3.46,3
6.29,5.06,3
2.16,3.49,0
-0.71,-1.2,1
6.25,3.94,3
0.49,-1.33,1
2.96,-0.0,5
5.65,-4.72,4
1.89,4.46,0
1.98,-0.52,0
2.87,3.03,0
6.76,3.97,3
2.08,2.78,0
3.2,0.71,3
2.97,-0.0,5
6.41,-4.69,4
-5.96,-4.03,5
2.01,2.78,0
1.2,2.52,0
1.62,2.93,0
-1.5,-0.93,1
1.64,0.42,0
4.4,3.23,3
1.6,3.18,0
-0.22,-0.86,1
-1.92,8.17,2
4.51,3.59,3
2.86,0.6,0
-5.95,-4.06,5
1.75,3.64,0
-0.09,-0.99,1
-0.13,-1.12,1
2.27,2.52,0
2.3,2.84,0
-6.61,-5.03,5
3.02,2.78,0
1.39,4.02,0
6.24,4.25,3
2.87,0.75,0
3.05,0.48,3
1.98,3.45,0
4.26,3.52,3
4.62,4.78,0
6.17,3.84,3
1.94,2.5,0
0.4,-0.31,0
-0.49,-1.79,1
1.48,3.02,0
6.76,4.23,3
4.9,4.06,3
4.61,3.68,3
4.05,4.2,3
2.89,0.58,0
-0.22,-0.25,1
5.53,3.98,3
6.94,-3.82,4
4.29,4.09,3
7.27,4.17,3
-1.28,-1.44,1
-6.91,-4.62,5
-0.35,-2.54,1
6.2,-4.84,4
-2.0,-2.71,1
5.38,4.33,3
-1.86,7.56,2
-5.63,-4.82,5
6.79,-4.11,4
0.93,3.2,0
-1.59,-1.35,6
5.67,-4.9,4
4.53,4.33,3
5.0,3.31,3
4.32,3.78,3
1.91,4.45,0
4.58,3.55,3
-6.06,-4.62,5
1.68,3.58,0
1.92,2.94,0
1.78,3.47,0
3.96,4.07,3
1.14,3.25,0
4.64,4.37,3
0.93,3.54,0
6.06,5.16,3
6.14,-4.37,0
1.18,3.69,0
-4.85,-4.8,5
6.68,-4.8,4
1.71,3.28,0
1.3,3.26,0
4.5,4.67,3
1.74,3.02,0
0.06,-0.83,1
-0.18,0.04,1
-1.0,-2.55,1
-0.86,-0.48,1
4.8,3.12,3
-0.94,-1.01,1
4.19,4.08,3
-1.38,-1.89,1
2.48,3.73,0
5.53,3.81,3
6.57,-4.84,4
1.8,3.39,0
-6.03,-4.81,5
6.9,-3.92,4
1.01,3.36,0
0.98,4.01,0
4.45,3.72,3
4.64,4.45,3
6.42,-4.93,4
1.85,2.99,0
0.81,3.36,0
6.63,-4.59,4
6.64,3.3,3
-2.16,7.16,0
6.77,4.83,3
1.68,3.58,0
2.9,0.27,0
-0.31,-0.48,1
4.68,4.89,3
6.53,-4.51,4
6.39,-3.74,4
1.92,2.78,0
4.86,3.75,3
-1.56,-1.78,1
-6.05,-4.44,5
-6.46,-5.15,5
1.34,3.72,0
6.27,3.92,3
3.23,3.3,0
7.0,-4.22,4
0.96,3.74,0
2.13,2.84,0
1.43,2.93,0
-0.66,-2.27,1
4.54,3.26,3
2.15,3.13,0
1.39,3.63,0
1.72,2.8,0
1.57,3.2,0
6.43,5.23,3
1.04,4.06,0
6.02,-4.22,4
-6.37,-4.92,5
-6.64,-5.09,5
0.96,3.6,0
-2.96,7.77,2
-1.44,-1.03,1
1.66,3.54,0
2.15,4.0,0
0.19,-1.49,1
1.52,3.26,0
3.94,3.28,3
4.84,4.66,3
2.58,1.14,0
-6.36,-4.14,5
-1.48,-1.2,1
0.72,3.32,0
5.74,-4.42,4
-0.79,-0.78,1
1.22,4.11,0
-1.1,-1.81,1
-2.76,8.1,2
0.18,-1.1,1
1.05,3.78,0
2.12,3.98,0
6.8,4.94,3
2.08,3.54,0
-0.25,-0.85,1
4.06,3.29,3
-0.48,-1.78,1
4.41,3.56,3
-1.1,-0.98,1
-0.53,-0.32,1
5.17,5.09,3
1.03,3.7,0
4.5,4.37,3
0.33,2.62,1
4.16,3.63,3
2.83,2.34,0
1.96,3.71,0
-5.37,-2.06,6
-4.99,-4.14,5
-4.54,-1.56,6
0.33,0.35,0
6.92,3.55,3
-5.77,-4.64,5
-4.61,-3.62,5
-5.07,-4.62,5
-6.14,-4.85,0
-4.08,-3.81,5
-6.06,-1.43,6
-5.13,-4.29,5
-6.9,-3.81,5
-5.19,-3.22,5
-4.92,-4.6,5
-6.86,-3.78,5
-5.35,-1.25,6
-7.15,-3.38,5
-5.46,-4.65,5
-4.02,-1.27,6
5.55,4.8,0
-6.59,-4.36,5
-6.87,-0.53,6
-5.81,-3.84,5
4.96,4.62,3
1.86,1.8,0
-0.35,-2.31,1
-1.86,-1.6,1
-3.8,-4.27,5
-4.73,-2.41,6
0.96,2.36,0
-4.89,-3.39,5
-6.13,-2.09,6
-5.98,-1.6,6
6.33,5.1,3
-6.0,-3.35,5
-6.73,-4.07,5
5.29,4.04,3
-5.54,-2.06,6
-1.6,-2.47,1
-5.03,-1.51,6
-1.29,-0.73,1
-2.23,7.65,2
-5.72,-3.8,5
-5.3,-4.41,5
-5.51,-4.47,5
6.16,3.66,3
-6.0,-0.18,6
-7.04,-4.08,5
-5.35,-3.52,5
-5.03,-1.91,6
-5.16,-4.38,5
